symbol,side,entry_px,exit_px,qty,pnl,outcome,entry_ts,exit_ts
DOGEUSDT,BUY,0.196739672,0.19703468200000002,200.0,0.059,TP,1749560205000,1749560550000
DOGEUSDT,BUY,0.196599658,0.19689466800000002,200.0,0.059,TP,1749560610000,1749560670000
DOGEUSDT,BUY,0.196659664,0.19695467400000002,200.0,0.059,TP,1749560730000,1749560850000
DOGEUSDT,BUY,0.19671967,0.19701468000000003,200.0,0.059,TP,1749560910000,1749561090000
DOGEUSDT,BUY,0.197159714,0.19745472400000003,200.0,0.059,TP,1749561150000,1749561210000
DOGEUSDT,BUY,0.197279726,0.196788046,200.0,-0.0983,SL,1749561270000,1749561450000
DOGEUSDT,BUY,0.19696969499999997,0.19647801499999998,200.0,-0.0983,SL,1749561465000,1749561630000
DOGEUSDT,SELL,0.196650333,0.196355323,200.0,0.059,TP,1749561675000,1749561870000
DOGEUSDT,SELL,0.19608039,0.19578537999999998,200.0,0.059,TP,1749561945000,1749562110000
DOGEUSDT,SELL,0.19534046400000002,0.195832144,200.0,-0.0983,SL,1749562185000,1749562230000
DOGEUSDT,SELL,0.195540444,0.195245434,200.0,0.059,TP,1749562245000,1749562290000
DOGEUSDT,SELL,0.195060492,0.194765482,200.0,0.059,TP,1749562335000,1749562350000
DOGEUSDT,SELL,0.19428057,0.19398556,200.0,0.059,TP,1749562395000,1749562410000
DOGEUSDT,SELL,0.194010597,0.193715587,200.0,0.059,TP,1749562470000,1749562530000
DOGEUSDT,SELL,0.193450653,0.193155643,200.0,0.059,TP,1749562575000,1749562590000
DOGEUSDT,SELL,0.193790619,0.19349560899999999,200.0,0.059,TP,1749562650000,1749562665000
DOGEUSDT,SELL,0.193500648,0.19320563799999999,200.0,0.059,TP,1749562695000,1749562710000
DOGEUSDT,SELL,0.19385061299999998,0.19355560299999996,200.0,0.059,TP,1749562770000,1749562830000
DOGEUSDT,SELL,0.193020696,0.19272568599999998,200.0,0.059,TP,1749562905000,1749562950000
DOGEUSDT,SELL,0.192500748,0.192205738,200.0,0.059,TP,1749563025000,1749563070000
DOGEUSDT,SELL,0.19277072099999998,0.19247571099999997,200.0,0.059,TP,1749563130000,1749563190000
DOGEUSDT,SELL,0.192810717,0.19251570699999998,200.0,0.059,TP,1749563250000,1749563355000
DOGEUSDT,SELL,0.192960702,0.192665692,200.0,0.059,TP,1749563370000,1749563415000
DOGEUSDT,SELL,0.193130685,0.19283567499999998,200.0,0.059,TP,1749563430000,1749563730000
DOGEUSDT,SELL,0.19260073800000002,0.19309241800000002,200.0,-0.0983,SL,1749563805000,1749563910000
DOGEUSDT,BUY,0.193069305,0.192577625,200.0,-0.0983,SL,1749563970000,1749564150000
DOGEUSDT,BUY,0.19251925,0.19202757,200.0,-0.0983,SL,1749564165000,1749564270000
DOGEUSDT,SELL,0.192360762,0.19206575199999998,200.0,0.059,TP,1749564330000,1749564390000
DOGEUSDT,SELL,0.192490749,0.19219573899999998,200.0,0.059,TP,1749564435000,1749564450000
DOGEUSDT,SELL,0.19165083300000002,0.19214251300000001,200.0,-0.0983,SL,1749564525000,1749564630000
DOGEUSDT,SELL,0.192450753,0.192942433,200.0,-0.0983,SL,1749564645000,1749564690000
DOGEUSDT,SELL,0.19280071799999998,0.19250570799999997,200.0,0.059,TP,1749564705000,1749564870000
DOGEUSDT,SELL,0.192000798,0.191705788,200.0,0.059,TP,1749565005000,1749565230000
DOGEUSDT,SELL,0.191960802,0.191665792,200.0,0.059,TP,1749565275000,1749565290000
DOGEUSDT,SELL,0.191860812,0.19235249199999999,200.0,-0.0983,SL,1749565350000,1749565470000
DOGEUSDT,SELL,0.19230076799999998,0.19200575799999997,200.0,0.059,TP,1749565485000,1749565590000
DOGEUSDT,SELL,0.192050793,0.19175578299999999,200.0,0.059,TP,1749565650000,1749565710000
DOGEUSDT,SELL,0.19165083300000002,0.191355823,200.0,0.059,TP,1749565770000,1749565950000
DOGEUSDT,SELL,0.190750923,0.19124260299999998,200.0,-0.0983,SL,1749566025000,1749566130000
DOGEUSDT,SELL,0.191150883,0.19085587299999998,200.0,0.059,TP,1749566145000,1749566355000
DOGEUSDT,SELL,0.191250873,0.19095586299999998,200.0,0.059,TP,1749566430000,1749566490000
DOGEUSDT,SELL,0.190810917,0.19051590699999998,200.0,0.059,TP,1749566535000,1749566550000
DOGEUSDT,SELL,0.190530945,0.190235935,200.0,0.059,TP,1749566595000,1749566655000
DOGEUSDT,SELL,0.19058094,0.19028593,200.0,0.059,TP,1749566670000,1749566730000
DOGEUSDT,SELL,0.190330965,0.19003595499999998,200.0,0.059,TP,1749566790000,1749566850000
DOGEUSDT,SELL,0.190050993,0.190542673,200.0,-0.0983,SL,1749566925000,1749566970000
DOGEUSDT,SELL,0.19077092099999998,0.19047591099999997,200.0,0.059,TP,1749566985000,1749567090000
DOGEUSDT,SELL,0.190450953,0.190155943,200.0,0.059,TP,1749567150000,1749567675000
DOGEUSDT,SELL,0.19057094100000002,0.190275931,200.0,0.059,TP,1749567750000,1749567810000
DOGEUSDT,SELL,0.19046095200000002,0.190952632,200.0,-0.0983,SL,1749567870000,1749567990000
DOGEUSDT,BUY,0.191009099,0.191304109,200.0,0.059,TP,1749568050000,1749568110000
DOGEUSDT,BUY,0.191139112,0.191434122,200.0,0.059,TP,1749568155000,1749568290000
DOGEUSDT,BUY,0.191689167,0.191984177,200.0,0.059,TP,1749568365000,1749568590000
DOGEUSDT,BUY,0.191959194,0.191467514,200.0,-0.0983,SL,1749568635000,1749568770000
DOGEUSDT,BUY,0.191399138,0.191694148,200.0,0.059,TP,1749568785000,1749568830000
DOGEUSDT,BUY,0.191699168,0.191207488,200.0,-0.0983,SL,1749568875000,1749569430000
DOGEUSDT,BUY,0.19081908,0.1903274,200.0,-0.0983,SL,1749569445000,1749569490000
DOGEUSDT,SELL,0.189851013,0.189556003,200.0,0.059,TP,1749569565000,1749569610000
DOGEUSDT,SELL,0.189371061,0.189862741,200.0,-0.0983,SL,1749569670000,1749569730000
DOGEUSDT,SELL,0.189861012,0.18956600199999998,200.0,0.059,TP,1749569745000,1749569790000
DOGEUSDT,SELL,0.189871011,0.190362691,200.0,-0.0983,SL,1749569850000,1749570450000
DOGEUSDT,SELL,0.19060093800000003,0.19109261800000002,200.0,-0.0983,SL,1749570465000,1749570810000
DOGEUSDT,BUY,0.191069105,0.191364115,200.0,0.059,TP,1749570870000,1749571290000
DOGEUSDT,BUY,0.191259124,0.19155413400000001,200.0,0.059,TP,1749571335000,1749571530000
DOGEUSDT,BUY,0.190979096,0.191274106,200.0,0.059,TP,1749571590000,1749571890000
DOGEUSDT,BUY,0.191139112,0.191434122,200.0,0.059,TP,1749571950000,1749572070000
DOGEUSDT,BUY,0.191299128,0.19159413800000002,200.0,0.059,TP,1749572115000,1749572190000
DOGEUSDT,BUY,0.19116911499999997,0.19067743499999998,200.0,-0.0983,SL,1749572250000,1749572430000
