symbol,side,entry_px,exit_px,qty,pnl,outcome,entry_ts,exit_ts
SOLUSDT,BUY,161.436142,161.67824199999998,0.5,0.121,TP,1749561165000,1749561330000
SOLUSDT,BUY,161.486147,161.72824699999998,0.5,0.121,TP,1749561390000,1749561450000
SOLUSDT,BUY,161.556154,161.15265399999998,0.5,-0.2018,SL,1749561510000,1749561630000
SOLUSDT,SELL,161.36386199999998,161.121762,0.5,0.121,TP,1749561675000,1749561810000
SOLUSDT,SELL,161.14388399999999,160.901784,0.5,0.121,TP,1749561870000,1749561930000
SOLUSDT,SELL,161.213877,160.971777,0.5,0.121,TP,1749561990000,1749562110000
SOLUSDT,SELL,160.703928,160.461828,0.5,0.121,TP,1749562155000,1749562290000
SOLUSDT,SELL,159.864012,159.621912,0.5,0.121,TP,1749562365000,1749562410000
SOLUSDT,SELL,159.764022,159.52192200000002,0.5,0.121,TP,1749562455000,1749562470000
SOLUSDT,SELL,159.824016,159.581916,0.5,0.121,TP,1749562515000,1749562530000
SOLUSDT,SELL,159.08409,159.48759,0.5,-0.2018,SL,1749562605000,1749562770000
SOLUSDT,SELL,159.444054,159.201954,0.5,0.121,TP,1749562785000,1749562890000
SOLUSDT,SELL,158.804118,158.562018,0.5,0.121,TP,1749562965000,1749563010000
SOLUSDT,SELL,158.63413500000001,158.39203500000002,0.5,0.121,TP,1749563055000,1749563070000
SOLUSDT,SELL,158.804118,158.562018,0.5,0.121,TP,1749563130000,1749563145000
SOLUSDT,SELL,158.644134,158.40203400000001,0.5,0.121,TP,1749563175000,1749563190000
SOLUSDT,SELL,158.854113,158.61201300000002,0.5,0.121,TP,1749563250000,1749563355000
SOLUSDT,SELL,158.924106,158.682006,0.5,0.121,TP,1749563430000,1749563730000
SOLUSDT,BUY,158.84588300000001,159.087983,0.5,0.121,TP,1749563805000,1749563910000
SOLUSDT,BUY,158.975896,158.572396,0.5,-0.2018,SL,1749564030000,1749564270000
SOLUSDT,SELL,158.76412200000001,158.52202200000002,0.5,0.121,TP,1749564330000,1749564390000
SOLUSDT,SELL,158.06419200000002,158.46769200000003,0.5,-0.2018,SL,1749564525000,1749564630000
SOLUSDT,SELL,158.63413500000001,159.03763500000002,0.5,-0.2018,SL,1749564645000,1749564810000
SOLUSDT,SELL,158.914107,158.672007,0.5,0.121,TP,1749564825000,1749564930000
SOLUSDT,SELL,158.474151,158.232051,0.5,0.121,TP,1749565005000,1749565230000
SOLUSDT,SELL,158.254173,158.01207300000002,0.5,0.121,TP,1749565275000,1749565710000
SOLUSDT,SELL,157.9842,157.7421,0.5,0.121,TP,1749565770000,1749565890000
SOLUSDT,SELL,157.43425499999998,157.19215499999999,0.5,0.121,TP,1749565965000,1749566010000
SOLUSDT,SELL,157.444254,157.202154,0.5,0.121,TP,1749566070000,1749566550000
SOLUSDT,SELL,157.004298,156.762198,0.5,0.121,TP,1749566625000,1749566670000
SOLUSDT,SELL,156.904308,157.307808,0.5,-0.2018,SL,1749566790000,1749567210000
SOLUSDT,SELL,157.314267,157.072167,0.5,0.121,TP,1749567225000,1749567330000
SOLUSDT,SELL,157.21427699999998,156.972177,0.5,0.121,TP,1749567390000,1749567630000
SOLUSDT,SELL,156.964302,156.722202,0.5,0.121,TP,1749567675000,1749567690000
SOLUSDT,SELL,156.9843,156.7422,0.5,0.121,TP,1749567750000,1749567810000
SOLUSDT,SELL,156.824316,157.22781600000002,0.5,-0.2018,SL,1749567870000,1749567990000
SOLUSDT,SELL,157.194279,157.597779,0.5,-0.2018,SL,1749568005000,1749568110000
SOLUSDT,BUY,157.52575099999999,157.76785099999998,0.5,0.121,TP,1749568155000,1749568170000
SOLUSDT,BUY,157.61576,157.85786,0.5,0.121,TP,1749568215000,1749568290000
SOLUSDT,BUY,158.13581200000002,158.377912,0.5,0.121,TP,1749568365000,1749568590000
SOLUSDT,BUY,158.365835,158.607935,0.5,0.121,TP,1749568710000,1749568830000
SOLUSDT,BUY,158.485847,158.082347,0.5,-0.2018,SL,1749568890000,1749569430000
SOLUSDT,BUY,157.59575800000002,157.192258,0.5,-0.2018,SL,1749569445000,1749569490000
SOLUSDT,SELL,156.894309,156.652209,0.5,0.121,TP,1749569565000,1749569610000
SOLUSDT,SELL,156.65433299999998,157.057833,0.5,-0.2018,SL,1749569670000,1749569790000
SOLUSDT,SELL,157.014297,157.417797,0.5,-0.2018,SL,1749569805000,1749570390000
SOLUSDT,SELL,157.50424800000002,157.90774800000003,0.5,-0.2018,SL,1749570405000,1749570810000
SOLUSDT,SELL,158.054193,157.812093,0.5,0.121,TP,1749570825000,1749571830000
SOLUSDT,BUY,157.875786,158.117886,0.5,0.121,TP,1749571845000,1749571890000
SOLUSDT,BUY,157.96579499999999,158.20789499999998,0.5,0.121,TP,1749571950000,1749572070000
SOLUSDT,BUY,158.165815,157.762315,0.5,-0.2018,SL,1749572130000,1749572490000
SOLUSDT,BUY,157.74577299999999,157.98787299999998,0.5,0.121,TP,1749572505000,1749572910000
SOLUSDT,BUY,158.055804,157.652304,0.5,-0.2018,SL,1749572970000,1749573510000
SOLUSDT,BUY,157.575756,157.172256,0.5,-0.2018,SL,1749573525000,1749574350000
SOLUSDT,SELL,157.104288,157.507788,0.5,-0.2018,SL,1749574425000,1749575070000
SOLUSDT,SELL,157.534245,157.937745,0.5,-0.2018,SL,1749575085000,1749575430000
SOLUSDT,SELL,157.944204,158.34770400000002,0.5,-0.2018,SL,1749575445000,1749576390000
SOLUSDT,BUY,158.31583,157.91233,0.5,-0.2018,SL,1749576450000,1749576630000
