symbol,side,entry_px,exit_px,qty,pnl,outcome,entry_ts,exit_ts
BTCUSDT,BUY,109828.18172,109554.22072,0.001,-0.274,SL,1749654630000,1749657990000
BTCUSDT,SELL,109485.35037,109320.97377,0.001,0.1644,TP,1749658065000,1749658275000
BTCUSDT,SELL,109417.55715,109691.51814999999,0.001,-0.274,SL,1749658350000,1749662775000
BTCUSDT,SELL,109632.53565,109468.15905,0.001,0.1644,TP,1749662790000,1749663390000
BTCUSDT,SELL,109396.35927,109231.98267,0.001,0.1644,TP,1749663570000,1749663930000
BTCUSDT,SELL,109200.57885,109036.20225,0.001,0.1644,TP,1749663990000,1749664230000
BTCUSDT,SELL,109084.0905,108919.7139,0.001,0.1644,TP,1749664290000,1749664770000
BTCUSDT,SELL,108989.1,108824.7234,0.001,0.1644,TP,1749664830000,1749665010000
BTCUSDT,SELL,108762.82263,109036.78362999999,0.001,-0.274,SL,1749665070000,1749665370000
BTCUSDT,SELL,108984.20049,108819.82389,0.001,0.1644,TP,1749665385000,1749665670000
BTCUSDT,SELL,108610.73784,108446.36124,0.001,0.1644,TP,1749665745000,1749666150000
BTCUSDT,SELL,108583.1406,108418.764,0.001,0.1644,TP,1749666210000,1749666675000
BTCUSDT,SELL,108629.83593,108903.79693,0.001,-0.274,SL,1749666750000,1749669930000
BTCUSDT,SELL,108875.41137,108711.03477,0.001,0.1644,TP,1749669945000,1749670410000
BTCUSDT,SELL,108641.83473,108477.45813,0.001,0.1644,TP,1749670530000,1749672270000
BTCUSDT,SELL,108451.75374,108725.71474,0.001,-0.274,SL,1749672345000,1749672690000
BTCUSDT,SELL,108671.83172999999,108945.79272999999,0.001,-0.274,SL,1749672705000,1749675435000
BTCUSDT,BUY,108802.57917,108966.95577,0.001,0.1644,TP,1749675510000,1749676290000
BTCUSDT,BUY,109101.30904,108827.34804,0.001,-0.274,SL,1749676365000,1749677190000
BTCUSDT,BUY,108861.98511000001,108588.02411000001,0.001,-0.274,SL,1749677205000,1749677550000
BTCUSDT,BUY,108537.65268,108702.02928,0.001,0.1644,TP,1749677565000,1749678750000
BTCUSDT,SELL,108664.43247,108500.05587,0.001,0.1644,TP,1749678765000,1749679050000
BTCUSDT,SELL,108478.55106,108314.17446,0.001,0.1644,TP,1749679110000,1749680490000
BTCUSDT,SELL,108244.87443,108080.49783,0.001,0.1644,TP,1749680565000,1749680775000
BTCUSDT,SELL,108214.97742000001,108488.93842,0.001,-0.274,SL,1749680850000,1749683910000
BTCUSDT,SELL,108495.64935,108769.61035,0.001,-0.274,SL,1749683925000,1749687690000
BTCUSDT,BUY,108671.26603999999,108397.30503999999,0.001,-0.274,SL,1749687930000,1749688470000
BTCUSDT,SELL,108435.05541,108709.01641,0.001,-0.274,SL,1749688515000,1749689610000
BTCUSDT,SELL,108691.92972,108527.55312,0.001,0.1644,TP,1749689625000,1749690210000
BTCUSDT,SELL,108498.94902,108334.57242,0.001,0.1644,TP,1749690330000,1749691890000
BTCUSDT,SELL,108332.06571,108606.02670999999,0.001,-0.274,SL,1749691950000,1749693750000
BTCUSDT,SELL,108569.34198,108404.96538,0.001,0.1644,TP,1749693765000,1749696330000
BTCUSDT,SELL,108456.25329000001,108291.87669,0.001,0.1644,TP,1749696390000,1749697470000
BTCUSDT,SELL,108281.77074,108117.39414,0.001,0.1644,TP,1749697530000,1749698430000
BTCUSDT,SELL,107837.71515,107673.33855,0.001,0.1644,TP,1749698475000,1749698535000
BTCUSDT,SELL,107866.51227,107702.13567,0.001,0.1644,TP,1749698550000,1749698790000
BTCUSDT,SELL,107789.22,107624.8434,0.001,0.1644,TP,1749698835000,1749701970000
BTCUSDT,SELL,107506.2483,107341.8717,0.001,0.1644,TP,1749702075000,1749702255000
BTCUSDT,SELL,107531.44578,107805.40677999999,0.001,-0.274,SL,1749702330000,1749705750000
BTCUSDT,SELL,107817.01722000001,107652.64062,0.001,0.1644,TP,1749705765000,1749706950000
BTCUSDT,BUY,107702.06913,107866.44573,0.001,0.1644,TP,1749707850000,1749709950000
BTCUSDT,BUY,107853.98432,107580.02332000001,0.001,-0.274,SL,1749710010000,1749713595000
BTCUSDT,BUY,107645.16343999999,107371.20244,0.001,-0.274,SL,1749713610000,1749722670000
BTCUSDT,SELL,107361.56277,107197.18617,0.001,0.1644,TP,1749722730000,1749724095000
BTCUSDT,SELL,107238.97503,107074.59843,0.001,0.1644,TP,1749724170000,1749727650000
BTCUSDT,SELL,106982.50068,107256.46168,0.001,-0.274,SL,1749727785000,1749731850000
BTCUSDT,SELL,107235.77535,107071.39875,0.001,0.1644,TP,1749731865000,1749732870000
BTCUSDT,SELL,107013.39759000001,106849.02099,0.001,0.1644,TP,1749732930000,1749734730000
BTCUSDT,SELL,106751.3238,106586.9472,0.001,0.1644,TP,1749734850000,1749735150000
BTCUSDT,SELL,106815.41739,107089.37839,0.001,-0.274,SL,1749735210000,1749735915000
BTCUSDT,SELL,106979.50098,107253.46198,0.001,-0.274,SL,1749735930000,1749737250000
BTCUSDT,BUY,107242.22315,107406.59975000001,0.001,0.1644,TP,1749737370000,1749737670000
BTCUSDT,BUY,107376.93662,107541.31322,0.001,0.1644,TP,1749737730000,1749738990000
BTCUSDT,BUY,107602.55918,107328.59818,0.001,-0.274,SL,1749739110000,1749741810000
BTCUSDT,BUY,107430.64198999999,107156.68099,0.001,-0.274,SL,1749741825000,1749742050000
BTCUSDT,SELL,107116.68725999999,107390.64825999999,0.001,-0.274,SL,1749742110000,1749742755000
BTCUSDT,SELL,107248.07412,107083.69752,0.001,0.1644,TP,1749742770000,1749743310000
BTCUSDT,SELL,107169.48198,107005.10538,0.001,0.1644,TP,1749743355000,1749743430000
BTCUSDT,SELL,106978.50108,106814.12448,0.001,0.1644,TP,1749743475000,1749743490000
BTCUSDT,SELL,106941.90474000001,107215.86574000001,0.001,-0.274,SL,1749743550000,1749744330000
BTCUSDT,SELL,107209.17800999999,107483.13900999998,0.001,-0.274,SL,1749744345000,1749745230000
BTCUSDT,BUY,107470.84601000001,107635.22261000001,0.001,0.1644,TP,1749745290000,1749745770000
BTCUSDT,BUY,107546.35356,107710.73016,0.001,0.1644,TP,1749745830000,1749747750000
BTCUSDT,BUY,107746.47357,107910.85017,0.001,0.1644,TP,1749747855000,1749748650000
BTCUSDT,BUY,108062.70519,108227.08179,0.001,0.1644,TP,1749748725000,1749749670000
BTCUSDT,BUY,108155.11443,108319.49103,0.001,0.1644,TP,1749749730000,1749750450000
BTCUSDT,BUY,108343.8333,108069.8723,0.001,-0.274,SL,1749750510000,1749751530000
BTCUSDT,BUY,108120.71098999999,107846.74999,0.001,-0.274,SL,1749751545000,1749752250000
BTCUSDT,BUY,107891.28805,107617.32705,0.001,-0.274,SL,1749752265000,1749753810000
BTCUSDT,SELL,107527.14620999999,107362.76960999999,0.001,0.1644,TP,1749753885000,1749754050000
BTCUSDT,SELL,107368.86204,107204.48544,0.001,0.1644,TP,1749754110000,1749754215000
BTCUSDT,SELL,107337.56517,107611.52617,0.001,-0.274,SL,1749754290000,1749755550000
BTCUSDT,SELL,107634.03552,107469.65892,0.001,0.1644,TP,1749755565000,1749757530000
BTCUSDT,SELL,107306.66825999999,107142.29165999999,0.001,0.1644,TP,1749757575000,1749757770000
BTCUSDT,SELL,107084.79045,106920.41385,0.001,0.1644,TP,1749757830000,1749757950000
BTCUSDT,SELL,106961.50278,106797.12617999999,0.001,0.1644,TP,1749757995000,1749758010000
BTCUSDT,SELL,106810.21790999999,106645.84130999999,0.001,0.1644,TP,1749758130000,1749758190000
BTCUSDT,SELL,106719.327,106554.9504,0.001,0.1644,TP,1749758250000,1749759270000
BTCUSDT,SELL,106484.3505,106758.3115,0.001,-0.274,SL,1749759330000,1749759390000
BTCUSDT,SELL,106739.02503,106574.64843,0.001,0.1644,TP,1749759405000,1749760650000
BTCUSDT,SELL,106555.04342999999,106390.66682999999,0.001,0.1644,TP,1749760755000,1749760830000
BTCUSDT,SELL,106307.56818,106143.19158,0.001,0.1644,TP,1749760875000,1749760890000
BTCUSDT,SELL,106241.77476,106077.39816,0.001,0.1644,TP,1749760950000,1749761010000
BTCUSDT,SELL,105933.60558,105769.22898,0.001,0.1644,TP,1749761085000,1749761475000
BTCUSDT,SELL,106013.99754000001,105849.62094000001,0.001,0.1644,TP,1749761550000,1749761610000
BTCUSDT,SELL,105809.418,106083.379,0.001,-0.274,SL,1749761655000,1749762330000
BTCUSDT,SELL,106089.39,105925.0134,0.001,0.1644,TP,1749762345000,1749762435000
BTCUSDT,SELL,106050.3939,106324.35489999999,0.001,-0.274,SL,1749762510000,1749763590000
BTCUSDT,BUY,106323.33127,106049.37027,0.001,-0.274,SL,1749763665000,1749764370000
BTCUSDT,BUY,106070.40598,105796.44498,0.001,-0.274,SL,1749764385000,1749766710000
BTCUSDT,SELL,105776.82126,106050.78225999999,0.001,-0.274,SL,1749766830000,1749769350000
BTCUSDT,SELL,106007.79815999999,105843.42155999999,0.001,0.1644,TP,1749769365000,1749770070000
BTCUSDT,SELL,105823.21662,105658.84002,0.001,0.1644,TP,1749770130000,1749772770000
BTCUSDT,SELL,105650.4339,105486.0573,0.001,0.1644,TP,1749772815000,1749772890000
BTCUSDT,SELL,105276.17133,105111.79473,0.001,0.1644,TP,1749772935000,1749772950000
BTCUSDT,SELL,104781.92076,104617.54415999999,0.001,0.1644,TP,1749772995000,1749773010000
BTCUSDT,SELL,104922.5067,104758.1301,0.001,0.1644,TP,1749773070000,1749773085000
BTCUSDT,SELL,104830.01595,104665.63935,0.001,0.1644,TP,1749773130000,1749773250000
BTCUSDT,SELL,104660.43290999999,104496.05630999999,0.001,0.1644,TP,1749773310000,1749773370000
BTCUSDT,SELL,104369.562,104205.1854,0.001,0.1644,TP,1749773445000,1749773475000
BTCUSDT,SELL,104424.25653,104259.87993,0.001,0.1644,TP,1749773490000,1749773550000
BTCUSDT,SELL,104289.57,104125.1934,0.001,0.1644,TP,1749773595000,1749773610000
BTCUSDT,SELL,104277.17124000001,104112.79464000001,0.001,0.1644,TP,1749773670000,1749773775000
BTCUSDT,SELL,104289.57,104125.1934,0.001,0.1644,TP,1749773835000,1749773895000
BTCUSDT,SELL,104515.04745,104350.67085,0.001,0.1644,TP,1749773910000,1749773970000
BTCUSDT,BUY,104496.54861000001,104222.58761000002,0.001,-0.274,SL,1749774045000,1749774150000
BTCUSDT,SELL,104252.07375,104087.69714999999,0.001,0.1644,TP,1749774195000,1749774210000
BTCUSDT,SELL,104048.99406,103884.61746,0.001,0.1644,TP,1749774255000,1749774270000
BTCUSDT,SELL,103728.42612,103564.04952,0.001,0.1644,TP,1749774345000,1749774615000
BTCUSDT,SELL,103880.21094,103715.83434,0.001,0.1644,TP,1749774630000,1749774690000
BTCUSDT,SELL,103844.01456,103679.63796,0.001,0.1644,TP,1749774735000,1749774750000
BTCUSDT,SELL,103323.86658,103597.82758,0.001,-0.274,SL,1749774825000,1749775170000
