symbol,side,entry_px,exit_px,qty,pnl,outcome,entry_ts,exit_ts
LINKUSDT,SELL,15.2624736,15.2395701,2.0,0.0458,TP,1749560505000,1749560610000
LINKUSDT,SELL,15.2654733,15.2425698,2.0,0.0458,TP,1749560670000,1749560715000
LINKUSDT,SELL,15.2764722,15.2535687,2.0,0.0458,TP,1749560730000,1749560745000
LINKUSDT,SELL,15.2314767,15.2085732,2.0,0.0458,TP,1749560805000,1749560970000
LINKUSDT,SELL,15.2304768,15.2686493,2.0,-0.0763,SL,1749561030000,1749561150000
LINKUSDT,SELL,15.253474500000001,15.230571000000001,2.0,0.0458,TP,1749561165000,1749561375000
LINKUSDT,SELL,15.250474800000001,15.288647300000001,2.0,-0.0763,SL,1749561450000,1749561570000
LINKUSDT,BUY,15.269526800000001,15.292430300000001,2.0,0.0458,TP,1749561615000,1749561630000
LINKUSDT,BUY,15.261526,15.2844295,2.0,0.0458,TP,1749561690000,1749561795000
LINKUSDT,BUY,15.2525251,15.2754286,2.0,0.0458,TP,1749561855000,1749561870000
LINKUSDT,SELL,15.2394759,15.2776484,2.0,-0.0763,SL,1749561945000,1749561990000
LINKUSDT,SELL,15.2774721,15.2545686,2.0,0.0458,TP,1749562005000,1749562050000
LINKUSDT,SELL,15.2204778,15.1975743,2.0,0.0458,TP,1749562155000,1749562170000
LINKUSDT,SELL,15.2474751,15.2245716,2.0,0.0458,TP,1749562230000,1749562290000
LINKUSDT,SELL,15.2044794,15.1815759,2.0,0.0458,TP,1749562335000,1749562350000
LINKUSDT,SELL,15.1644834,15.1415799,2.0,0.0458,TP,1749562395000,1749562410000
LINKUSDT,SELL,15.148485,15.125581500000001,2.0,0.0458,TP,1749562455000,1749562470000
LINKUSDT,SELL,15.1274871,15.1045836,2.0,0.0458,TP,1749562515000,1749562530000
LINKUSDT,SELL,15.0804918,15.0575883,2.0,0.0458,TP,1749562575000,1749562590000
LINKUSDT,SELL,15.1064892,15.0835857,2.0,0.0458,TP,1749562650000,1749562695000
LINKUSDT,SELL,15.1264872,15.1035837,2.0,0.0458,TP,1749562770000,1749562830000
LINKUSDT,SELL,15.0624936,15.0395901,2.0,0.0458,TP,1749562905000,1749562950000
LINKUSDT,SELL,15.0294969,15.0065934,2.0,0.0458,TP,1749563025000,1749563070000
LINKUSDT,SELL,15.0344964,15.0115929,2.0,0.0458,TP,1749563130000,1749563190000
LINKUSDT,SELL,15.0364962,15.0135927,2.0,0.0458,TP,1749563250000,1749563310000
LINKUSDT,SELL,15.0394959,15.0165924,2.0,0.0458,TP,1749563370000,1749563415000
LINKUSDT,BUY,15.0455044,15.0684079,2.0,0.0458,TP,1749563445000,1749563490000
LINKUSDT,BUY,15.063506199999999,15.086409699999999,2.0,0.0458,TP,1749563565000,1749563910000
LINKUSDT,BUY,15.1085107,15.1314142,2.0,0.0458,TP,1749563985000,1749564090000
LINKUSDT,BUY,15.0885087,15.0503362,2.0,-0.0763,SL,1749564150000,1749564270000
LINKUSDT,BUY,15.0565055,15.079409,2.0,0.0458,TP,1749564285000,1749564330000
LINKUSDT,BUY,15.089508799999999,15.0513363,2.0,-0.0763,SL,1749564450000,1749564510000
LINKUSDT,BUY,15.0725071,15.0954106,2.0,0.0458,TP,1749564525000,1749564630000
LINKUSDT,BUY,15.1535152,15.1764187,2.0,0.0458,TP,1749564705000,1749564810000
LINKUSDT,BUY,15.1255124,15.0873399,2.0,-0.0763,SL,1749564870000,1749564990000
LINKUSDT,BUY,15.0795078,15.0413353,2.0,-0.0763,SL,1749565005000,1749565230000
LINKUSDT,SELL,15.0644934,15.0415899,2.0,0.0458,TP,1749565275000,1749565290000
LINKUSDT,SELL,15.0504948,15.0886673,2.0,-0.0763,SL,1749565350000,1749565470000
LINKUSDT,SELL,15.0944904,15.0715869,2.0,0.0458,TP,1749565485000,1749565590000
LINKUSDT,SELL,15.079491899999999,15.056588399999999,2.0,0.0458,TP,1749565650000,1749565710000
LINKUSDT,SELL,15.070492799999998,15.047589299999999,2.0,0.0458,TP,1749565770000,1749565950000
LINKUSDT,SELL,15.0214977,15.0596702,2.0,-0.0763,SL,1749565995000,1749566250000
LINKUSDT,SELL,15.0544944,15.0315909,2.0,0.0458,TP,1749566265000,1749566310000
LINKUSDT,SELL,15.0394959,15.0165924,2.0,0.0458,TP,1749566370000,1749566490000
LINKUSDT,SELL,15.0214977,14.9985942,2.0,0.0458,TP,1749566550000,1749566595000
LINKUSDT,SELL,15.0114987,14.9885952,2.0,0.0458,TP,1749566655000,1749566670000
LINKUSDT,SELL,14.9994999,14.9765964,2.0,0.0458,TP,1749566715000,1749566730000
LINKUSDT,SELL,15.0004998,14.9775963,2.0,0.0458,TP,1749566790000,1749566850000
LINKUSDT,SELL,14.955504300000001,14.993676800000001,2.0,-0.0763,SL,1749566925000,1749566970000
LINKUSDT,SELL,15.0214977,14.9985942,2.0,0.0458,TP,1749566985000,1749567090000
LINKUSDT,SELL,14.9705028,14.9475993,2.0,0.0458,TP,1749567165000,1749567375000
LINKUSDT,SELL,14.9935005,14.970597,2.0,0.0458,TP,1749567450000,1749567630000
LINKUSDT,SELL,14.977502099999999,14.954598599999999,2.0,0.0458,TP,1749567690000,1749567855000
LINKUSDT,BUY,15.0205019,15.0434054,2.0,0.0458,TP,1749567945000,1749568110000
LINKUSDT,BUY,15.025502399999999,15.048405899999999,2.0,0.0458,TP,1749568155000,1749568170000
LINKUSDT,BUY,15.029502800000001,15.052406300000001,2.0,0.0458,TP,1749568230000,1749568290000
LINKUSDT,BUY,15.071507,15.0944105,2.0,0.0458,TP,1749568335000,1749568590000
LINKUSDT,BUY,15.0855084,15.0473359,2.0,-0.0763,SL,1749568650000,1749568770000
LINKUSDT,BUY,15.0305029,15.0534064,2.0,0.0458,TP,1749568785000,1749568875000
LINKUSDT,SELL,15.018498,14.9955945,2.0,0.0458,TP,1749569070000,1749569430000
LINKUSDT,SELL,14.9305068,14.9076033,2.0,0.0458,TP,1749569505000,1749569550000
LINKUSDT,SELL,14.9005098,14.8776063,2.0,0.0458,TP,1749569595000,1749569610000
LINKUSDT,SELL,14.850514800000001,14.8886873,2.0,-0.0763,SL,1749569670000,1749569775000
LINKUSDT,SELL,14.858514,14.8966865,2.0,-0.0763,SL,1749569790000,1749569970000
LINKUSDT,SELL,14.8975101,14.8746066,2.0,0.0458,TP,1749569985000,1749570090000
LINKUSDT,SELL,14.891510700000001,14.929683200000001,2.0,-0.0763,SL,1749570150000,1749570390000
LINKUSDT,SELL,14.9445054,14.9826779,2.0,-0.0763,SL,1749570405000,1749570810000
LINKUSDT,BUY,15.000499900000001,15.023403400000001,2.0,0.0458,TP,1749570885000,1749570930000
LINKUSDT,BUY,15.0625061,15.0854096,2.0,0.0458,TP,1749570975000,1749570990000
LINKUSDT,BUY,15.0925091,15.115412599999999,2.0,0.0458,TP,1749571050000,1749571110000
